source_id,company,ticker,sector,document_category,document_title,financial_year_covered,publication_date,url,local_filename,evidence_origin,download_status,text_extraction_status,document_review_status,logged_by,model_version,logged_date,notes
TSCO-002,Tesco,TSCO,Food & drug retailing,annual_report_previous,Tesco PLC Annual Report and Financial Statements 2024,FY2024,,https://www.tescoplc.com/media/zgvhd0dn/tescos_ar24.pdf,TSCO_company_annual_report_previous_fy2024.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-17,"url is the verified direct_download_url; the landing page is https://www.tescoplc.com/investors/reports-results-and-presentations/annual-report-2024 . No publication date is directly confirmed on the extracted pages (checked pages 1-5); left blank rather than inferred. Report covers the year ended 24 February 2024. Contains a confirmed pypdf extraction artefact ('Ai ming' -> 'Aiming', p.17) correctly excluded, not coded as a genuine AI mention. Yielded governance and strategic findings, cross-year duplicates of the FY2025 report's equivalent disclosures."
TSCO-003,Tesco,TSCO,Food & drug retailing,sustainability_or_esg_report,Making a positive impact: Tesco PLC Sustainability Report 2024/25,FY2024/25,2025-05,https://www.tescoplc.com/media/wvkj1yic/tesco-sustainability-report-2025.pdf,TSCO_company_sustainability_or_esg_report_fy2024-25.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-17,"url is the verified direct_download_url; the landing page is https://www.tescoplc.com/sustainability-report-2025 . publication_date '2025-05' is directly confirmed on extracted page 1 ('May 2025'), at month precision only -- no exact day is stated anywhere on the page, so none is invented. Yielded one governance finding (AI governance framework), consistent with the equivalent annual-report disclosures."
TSCO-004,Tesco,TSCO,Food & drug retailing,press_release,Tesco Media Upfront 2025: The Future of Retail Media,not_applicable,2025-10-09,https://www.dunnhumby.com/news/tesco-media-upfront-redefining-retail-media/,TSCO_partner_press_release_tesco-media-creative-studio-ai-powered-ad-creation-tool-for_2025-10-09.html,technology_partner,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-17,"url is the verified final_redirected_url actually fetched (HTTP 200); the originally-recorded landing_page_url https://www.dunnhumby.com/about-us/news/tesco-media-upfront-redefining-retail-media/ redirects to this address. Title discrepancy: source-candidate checklist title was 'Tesco Media Creative Studio (AI-powered ad creation tool for brands)'; actual saved page title (from the HTML <title> tag) is 'Tesco Media Upfront 2025: The Future of Retail Media | dunnhumby' -- site-name suffix dropped. dunnhumby is a distinct company managing Tesco Media's technology infrastructure (historically a Tesco-owned data-science arm), not Tesco plc itself -- evidence_origin recorded as technology_partner accordingly. Explicit quote: 'Powered by GenAI, it automatically generates compliant ads in all the formats brands need.' Yielded one operational use case (TSCO-UC-002)."
TSCO-005,Tesco,TSCO,Food & drug retailing,press_release,Adobe & Tesco enter strategic AI partnership to personalise experiences and reward loyalty for Tesco's customers,not_applicable,2026-04-13,https://news.adobe.com/en/gb/news/2026/04/adobe-tesco-enter-strategic-ai-partnership,TSCO_partner_press_release_adobe-tesco-enter-strategic-ai-partnership-to-personalise-ex_2026-04-13.html,technology_partner,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-17,"url is the verified official Adobe newsroom address (landing_page_url, direct_download_url and final_redirected_url are all identical for this source -- no redirect occurred). Official Adobe newsroom release (technology_partner; Adobe's own publication, not Tesco's). Explicit quote: 'Using technology like Adobe's agentic AI capabilities and Adobe Firefly Foundry, Tesco's personalisation and AI teams will be able to...'. Describes a planned/early-stage partnership (Tesco x Adobe Innovation Lab), not a live deployment. Yielded one operational use case (TSCO-UC-001)."
BT-001,BT Group,BT.A,Telecommunications services,annual_report_current,BT Group plc Annual Report 2025,FY2025,,https://www.bt.com/bt-plc/assets/documents/investors/financial-reporting-and-news/annual-reports/2025/2025-bt-group-plc-annual-report.pdf,BT.A_company_annual_report_current_fy2025.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-17,url is the direct_download_url from bt-group_source_candidates.csv; the landing page is https://www.bt.com/about/investors/financial-reporting-and-news/annual-reports (shared with the FY2024 report -- both years still downloaded as separate PDFs). No publication/board-approval date confirmed on-page; left blank rather than inferred. Yielded governance and strategic findings; the AR2025 Copilot/workplace-adjustment mention was assessed and correctly kept out of operational staging (no concrete qualifying task described).
BT-002,BT Group,BT.A,Telecommunications services,annual_report_previous,BT Group plc Annual Report 2024,FY2024,,https://www.bt.com/bt-plc/assets/documents/investors/financial-reporting-and-news/annual-reports/2024/2024-bt-group-plc-annual-report.pdf,BT.A_company_annual_report_previous_fy2024.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-17,"url is the direct_download_url; landing page shared with the FY2025 report (see above). No publication date confirmed on-page; left blank. Contains the Globality negotiation-platform mention (operational, needs_more_evidence pending confirmation of generative-AI status) and corroborating Amazon Q Developer language (not promoted as a second operational row)."
BT-003,BT Group,BT.A,Telecommunications services,sustainability_or_esg_report,ESG Addendum to the BT Group plc Annual Report 2025,FY2025,,https://www.bt.com/bt-plc/assets/documents/digital-impact-and-sustainability/our-report/report-archive/2025/2025-bt-group-plc-esg-addendum.pdf,BT.A_company_sustainability_or_esg_report_fy2025.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-17,"url is the direct_download_url; landing page is https://www.bt.com/about/digital-impact-and-sustainability/our-approach . No publication date confirmed on-page. Contains only a single generic 'Internet of Things and AI' mention, correctly rejected as vague/non-qualifying -- yielded no operational, strategic or governance finding."
BT-004,BT Group,BT.A,Telecommunications services,press_release,"BT Group's Digital Unit launches 'GenAI Gateway' platform, powered by AWS, accelerating the company's safe adoption of generative AI at scale",not_applicable,2024-09-24,https://newsroom.bt.com/bt-groups-digital-unit-launches-genai-gateway-platform-powered-by-aws-accelerating-the-companys-safe-adoption-of-generative-ai-at-scale/,BT.A_company_press_release_bt-group-s-digital-unit-launches-genai-gateway-platform-powe_2024-09-24.html,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-17,url is the landing_page_url (no direct_download_url recorded; no redirect observed during download). Company-primary press release (evidence_origin=company_primary; AWS is the named infrastructure partner but this is BT's own newsroom publication). Yielded two distinct operational use cases (Openreach engineering-note summarisation; contract analysis for Business/legal/procurement) plus a governance finding for the Gateway's enablement/guardrails infrastructure itself.
BT-005,BT Group,BT.A,Telecommunications services,press_release,BT Group leans on AI to transform customer service experience,not_applicable,2024-12-12,https://newsroom.bt.com/bt-group-leans-on-ai-to-transform-customer-service-experience/,BT.A_company_press_release_bt-group-leans-on-ai-to-transform-customer-service-experienc_2024-12-12.html,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-17,url is the landing_page_url (no redirect observed). Company-primary press release describing the Sprinklr-powered EE virtual assistant Aimee. Yielded one consolidated operational use case (BT-OP-003) plus a governance finding (ethical guardrails/private-cloud hosting).
BT-006,BT Group,BT.A,Telecommunications services,partner_case_study,Writing and Maintaining 2 Million Lines a Year Using Amazon Q Developer with BT Group,not_applicable,,https://aws.amazon.com/solutions/case-studies/bt-group-case-study/,BT.A_partner_partner_case_study_writing-and-maintaining-2-million-lines-a-year-using-amazon.html,technology_partner,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-17,"url is the landing_page_url (no redirect observed). AWS-authored technology-partner case study (evidence_origin=technology_partner) -- no publication date shown on the page. Yielded one consolidated operational use case (Amazon Q Developer, BT-OP-004), corroborated (not duplicated) by a brief AR2024 mention of the same tool."
RR-001,Rolls-Royce Holdings,RR,Aerospace & defence,annual_report_current,Rolls-Royce Holdings plc Annual Report 2025,FY2025,,https://www.rolls-royce.com/~/media/Files/R/Rolls-Royce/documents/annual-report/2026/2025-annual-report-interactive.pdf,RR_company_annual_report_current_fy2025.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-17,"url is the direct_download_url (interactive PDF) from rolls-royce-holdings_source_candidates.csv; landing page is https://www.rolls-royce.com/investors/results-reports-and-presentations/annual-report-2025.aspx . No publication date confirmed on-page; left blank. Zero Stage A (high-precision GenAI) hits -- yielded only governance and strategic findings, no operational candidate from this document."
RR-002,Rolls-Royce Holdings,RR,Aerospace & defence,annual_report_previous,Rolls-Royce Holdings plc Annual Report 2024,FY2024,,https://www.rolls-royce.com/~/media/Files/R/Rolls-Royce/documents/annual-report/2025/2024-annual-report.pdf,RR_company_annual_report_previous_fy2024.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-17,url is the direct_download_url; landing page is https://www.rolls-royce.com/investors/results-reports-and-presentations/annual-report-2024.aspx . No publication date confirmed on-page. Zero Stage A hits; contains the AI-workforce-readiness passages corrected into strategic staging (RR-STR-005/RR-STR-006).
RR-003,Rolls-Royce Holdings,RR,Aerospace & defence,partner_case_study,Rolls-Royce: Harnessing the Power of Databricks for Image Generation,not_applicable,2024-08-08,https://www.databricks.com/blog/rolls-royce-mosaic-ai,RR_partner_partner_case_study_rolls-royce-harnessing-the-power-of-databricks-for-image-gen_2024-08-08.html,technology_partner,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-17,"url is the landing_page_url (no redirect observed). Databricks-authored technology-partner blog post, co-authored by five named Rolls-Royce engineers. Yielded one consolidated operational use case (conditional GAN for preliminary aero-engine design, RR-OP-001); additional cGAN-mentioning passages correctly treated as corroborating evidence for the same finding, not a second candidate."
RR-004,Rolls-Royce Holdings,RR,Aerospace & defence,partner_case_study,Rolls-Royce saves millions in cost avoidance with Microsoft Cloud for Manufacturing,not_applicable,2025-04-01,https://www.microsoft.com/en/customers/story/23201-rolls-royce-azure-databricks,RR_partner_partner_case_study_rolls-royce-saves-millions-in-cost-avoidance-with-microsoft_2025-04-01.html,technology_partner,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-17,"url is the landing_page_url (no redirect observed). Microsoft-authored technology-partner case study. Yielded one operational candidate held at needs_more_evidence (vibration-analysis defect detection, RR-OP-002 -- provisional_is_genai=unclear) and one strategic finding (central data repository built 'for use by generative AI', RR-STR-001, enablement/infrastructure not yet a concrete task)."
EXPN-001,Experian,EXPN,Support services,annual_report_current,Experian Annual Report 2026 (year ended 31 March 2026),FY2026,,https://www.experianplc.com/content/dam/marketing/global/plc/en/assets/documents/reports/2026/experian-annual-report-2026.pdf,EXPN_company_annual_report_current_fy2026.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the verified direct_download_url; landing page is https://www.experianplc.com/investors/ . No on-page publication date confirmed; left blank rather than inferred. Experian's fiscal year ends 31 March, so this FY2026 report (year ended 31 March 2026) is the current latest annual report. Reviewed passages did not yield a promotable operational/strategic/governance finding from this document itself this round."
EXPN-002,Experian,EXPN,Support services,press_release,Experian Accelerates Migration to AWS to Drive Innovation with Generative AI,not_applicable,2025-06-19,https://www.experianplc.com/newsroom/press-releases/2025/experian-accelerates-migration-to-aws-to-drive-innovation-with-g,EXPN_company_press_release_experian-accelerates-migration-to-aws-to-drive-innovation-wi_2025-06-19.html,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (landing page and direct URL are identical; no redirect occurred). Company-primary newsroom release. Explicit 'generative AI' language ('developing more than 100 generative AI use-cases'; GenAI-driven database-migration streamlining), but no individual task meets the full operational bar (no named user group; the quantified 60% figure is attributed to the broader AWS migration, not isolated to the GenAI mechanism) -- retained as strategic capability-building evidence (EXPN-STR-012), not promoted to operational."
EXPN-003,Experian,EXPN,Support services,press_release,New AI-Powered Experian Assistant for Model Risk Management Streamlines and Accelerates Governance Processes,not_applicable,2025-07-31,https://www.experianplc.com/newsroom/press-releases/2025/new-ai-powered-experian-assistant-for-model-risk-management-stre,EXPN_company_press_release_new-ai-powered-experian-assistant-for-model-risk-management_2025-07-31.html,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred). Company-primary newsroom release. Explicit 'GenAI capabilities'/'GenAI-enabled capabilities' language describing the Experian Assistant for Model Risk Management -- a concrete documentation/governance-automation task for financial-institution clients. Yielded one operational use case (EXPN-OP-001), consolidated from staging rows originally split across governance (EXPN-GOV-014) and rejected (EXPN-REJ-068)."
EXPN-004,Experian,EXPN,Support services,press_release,Experian brings trusted agentic AI to financial services with the launch of Agent Operating System (TM),not_applicable,2026-06-02,https://www.experianplc.com/newsroom/press-releases/2026/experian-brings-trusted-agentic-ai-to-financial-services-with-th,EXPN_company_press_release_experian-brings-trusted-agentic-ai-to-financial-services-wit_2026-06-02.html,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred). Company-primary newsroom release describing the Agent Operating System (agentic AI layer within the Experian Ascend Platform). Concrete lending-workflow tasks are named (fraud checks, loan approvals) but deployment is explicitly planned/future ('will be available to early adopters later this year') -- does not meet the operational bar. Retained as a governance finding (EXPN-GOV-013), consolidated from staging rows originally split across governance and rejected (EXPN-REJ-065, EXPN-REJ-066)."
RIO-001,Rio Tinto,RIO,Mining,annual_report_current,Rio Tinto 2025 Annual Report,FY2025,,https://cdn-rio.dataweavers.io/-/media/content/documents/invest/reports/annual-reports/2025-annual-report.pdf?rev=928756ce35df4757be31105d2665bd55,RIO_company_annual_report_current_fy2025.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url, extracted from the official riotinto.com landing page (https://www.riotinto.com/en/invest/reports/annual-report) and served via Rio Tinto's own asset CDN (cdn-rio.dataweavers.io), not a third-party mirror. No on-page publication date confirmed; left blank. Contains only a generic risk-factor mention of generative AI (principal-risks section, p.92) -- correctly rejected as vague_general_ai_reference (RIO-REJ-004), not connected to RIO-OP-001."
RIO-002,Rio Tinto,RIO,Mining,annual_report_previous,Rio Tinto 2024 Annual Report,FY2024,,https://www.riotinto.com/-/media/content/documents/invest/reports/annual-reports/2024-annual-report.pdf,RIO_company_annual_report_previous_fy2024.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (riotinto.com-hosted, not a third-party mirror). No on-page publication date confirmed; left blank. Reviewed passages did not yield a promotable operational/strategic/governance finding from this document itself this round (6 rejected-staging rows remain unreviewed, reviewer_decision blank)."
RIO-003,Rio Tinto,RIO,Mining,strategy_or_technology_webpage,Using Artificial Intelligence and data science for better operations,not_applicable,2024-07-25,https://www.riotinto.com/en/news/stories/using-ai-data-science-for-better-operations,RIO_company_strategy_or_technology_webpage_using-artificial-intelligence-and-data-science-for-better-op_2024-07-25.html,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred). Official riotinto.com story page (company_primary). Explicit 'Generative AI and Large Language Models (LLMs)' and 'Generative Pre-Trained Transformer (GPT) like' language describing a knowledge agent built by the internal data science team for the Annual Planning Review workshop. Yielded one operational use case (RIO-OP-001), promoted from rejected staging (RIO-REJ-015)."
ADM-001,Admiral Group,ADM,Insurance,partner_case_study,Admiral Selects Google Cloud to Accelerate Innovative Customer Experiences,not_applicable,2024-02-14,https://www.prnewswire.com/news-releases/admiral-selects-google-cloud-to-accelerate-innovative-customer-experiences-302061528.html,ADM_partner_partner_case_study_admiral-selects-google-cloud-to-accelerate-innovative-custom_2024-02-14.html,technology_partner,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred). Google Cloud-authored technology-partner release (evidence_origin=technology_partner) issued via PR Newswire. Explicit 'generative AI' language ('leverage Google Cloud's...generative AI capabilities to strategically enable data-driven decision making') but no concrete task, user group or deployment stage is described -- does not meet the operational bar. Retained as strategic technology-partnership evidence (ADM-STR-001), promoted from rejected staging (ADM-REJ-002)."
INF-001,Informa,INF,Media,annual_report_current,Informa Annual Report 2025,FY2025,,https://www.informa.com/globalassets/documents/investor-relations/2026/2025-informa-annual-report.pdf,INF_company_annual_report_current_fy2025.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred); landing page is https://www.informa.com/investors/ . No on-page publication date confirmed; left blank. Contains an explicit reference to a board-approved 'Generative AI Use Policy' and 'AI Governance Charter' (p.55) -- yielded one governance finding (INF-GOV-007), confirmed as governance oversight evidence, not an operational use case. Other passages from this document remain unreviewed this round (reviewer_decision blank)."
INF-002,Informa,INF,Media,annual_report_previous,Informa Annual Report 2024,FY2024,,https://www.informa.com/globalassets/documents/investor-relations/2025/2024-informa-annual-report.pdf,INF_company_annual_report_previous_fy2024.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,url is the effective_download_url (no redirect occurred); landing page is https://www.informa.com/investors/ . No on-page publication date confirmed; left blank. Reviewed passages did not yield a promotable finding from this document this round (all staging rows remain reviewer_decision blank).
INF-003,Informa,INF,Media,sustainability_or_esg_report,Informa Sustainability Report 2025,FY2025,,https://www.informa.com/globalassets/documents/sustainability/reporting/2026/2025-informa-sustainability-report.pdf,INF_company_sustainability_or_esg_report_fy2025.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred); landing page is https://www.informa.com/sustainability/ . No on-page publication date confirmed; left blank. Genuinely separate sustainability report, distinct from the Annual Report. Reviewed passages did not yield a promotable finding from this document this round (all staging rows remain reviewer_decision blank)."
DGE-001,Diageo,DGE,Beverages,annual_report_current,Diageo Annual Report 2025,FY2025,,https://www.diageo.com/~/media/Files/D/Diageo-V2/Diageo-Corp/investors/results-reports-and-events/annual-reports/2025/annual-report-2025.pdf,DGE_company_annual_report_current_fy2025.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred); landing page is https://www.diageo.com/en/investors . Report covers the year ended 30 June 2025. No on-page publication date confirmed; left blank. Yielded two operational use cases (DGE-OP-002 generative-AI cybersecurity chatbot; contributes to the Diageo-wide review), plus rejected general-AI-strategy commentary."
DGE-002,Diageo,DGE,Beverages,annual_report_previous,Diageo Annual Report 2024,FY2024,,https://www.diageo.com/~/media/Files/D/Diageo-V2/Diageo-Corp/investors/results-reports-and-events/annual-reports/diageo-annual-report-2024.pdf,DGE_company_annual_report_previous_fy2024.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred). No on-page publication date confirmed; left blank. Yielded one operational use case (DGE-OP-003, 'What's Your Cocktail?' generative-AI food-pairing platform)."
DGE-003,Diageo,DGE,Beverages,press_release,Diageo unveils its First Bottle Personalisation Experience Fuelled by Generative AI,not_applicable,2024-07-23,https://www.diageo.com/en/news-and-media/press-releases/2024/diageo-unveils-its-first-bottle-personalisation-experience-fuelled-by-generative-ai,DGE_company_press_release_diageo-unveils-its-first-bottle-personalisation-experience-f_2024-07-23.html,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred). Company-primary newsroom release. Publication date confirmed directly on-page as 2024-07-23 (a WebSearch summary this session had incorrectly suggested 2026 -- the direct-fetch date is authoritative). Yielded one operational use case (DGE-OP-001, Generative-AI bottle/label personalisation pilot, Amazon Titan Bedrock model)."
NG-001,National Grid plc,NG,Multiline utilities,annual_report_current,National Grid plc Annual Report and Accounts 2025/26,FY2025-26,,https://www.nationalgrid.com/document/579676/download,NG_company_annual_report_current_fy2025-26.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,url is the effective_download_url (no redirect occurred); landing page is https://www.nationalgrid.com/investors . No on-page publication date confirmed; left blank. Reviewed passages did not yield a promotable finding from this document this round.
NG-002,National Grid plc,NG,Multiline utilities,annual_report_previous,National Grid plc Annual Report and Accounts 2024/25,FY2024-25,,https://www.nationalgrid.com/document/560311/download,NG_company_annual_report_previous_fy2024-25.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred). No on-page publication date confirmed; left blank. All 4 Stage-A ('likely_genai') passages reviewed and confirmed correctly rejected -- generic industry-trend/board-agenda/strategic-ambition commentary with no concrete National Grid task, user group or deployment described (yielded rejected findings NG-REJ-027, NG-REJ-031, NG-REJ-035, NG-REJ-036)."
VOD-001,Vodafone Group,VOD,Mobile telecommunications,annual_report_current,Vodafone Group Plc Annual Report on Form 20-F 2025,FY2025,,https://investors.vodafone.com/~/media/Files/V/Vodafone-IR/documents/performance/financial-results/2025/form-20-f-2025.pdf,VOD_company_annual_report_current_fy2025.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred); landing page is https://investors.vodafone.com/performance/annual-reporting . Vodafone files its comprehensive annual disclosure as a Form 20-F. No on-page publication date confirmed; left blank. Yielded one operational use case (VOD-OP-002, Copilot for Microsoft 365 employee rollout)."
VOD-002,Vodafone Group,VOD,Mobile telecommunications,press_release,Meet SuperTOBi -- Vodafone's new Generative AI virtual assistant now serving customers in multiple countries,not_applicable,2024-07-04,https://www.vodafone.com/news/newsroom/technology/meet-super-tobi-vodafone-s-new-generative-ai-virtual-assistant-now-serving-customers-in-multiple-countries,VOD_company_press_release_meet-supertobi-vodafone-s-new-generative-ai-virtual-assistan_2024-07-04.html,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred). Company-primary newsroom release. Yielded one operational use case (VOD-OP-001, SuperTOBi generative-AI virtual assistant)."
LGEN-001,Legal & General,LGEN,Life insurance,annual_report_current,Legal & General Group Plc Annual Report and Accounts 2025,FY2025,,https://group.legalandgeneral.com/asset/49512b/globalassets/group/reporting-hub/reports/2026/annual-report-and-accounts-2025/annual-reports-and-accounts-2025.pdf,LGEN_company_annual_report_current_fy2025.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,url is the effective_download_url (no redirect occurred); landing page is https://group.legalandgeneral.com/en/investors . No on-page publication date confirmed; left blank. Reviewed passages did not yield a promotable finding from this document itself this round.
